n1;n2;distance
37;24;21
37;29;16
37;36;17
37;58;21
37;63;18
37;80;13
37;6;15
37;32;17
37;45;15
37;55;15
37;60;15
37;73;10
37;112;18
37;40;18
37;65;18
37;93;16
37;8;32
37;21;35
37;22;31
37;30;24
37;35;30
37;41;28
37;57;30
37;119;36
37;66;8
37;70;9
37;72;7
37;124;7
37;86;27
37;117;27
37;13;23
37;19;27
37;50;20
37;76;21
37;83;20
37;92;18
37;95;24
37;14;10
37;53;8
37;61;13
37;106;15
37;108;14
37;16;11
37;62;18
37;17;32
37;28;35
37;42;30
37;59;30
37;89;26
37;90;31
37;98;32
37;113;31
37;104;25
37;20;24
37;75;22
37;85;25
37;125;25
37;87;18
37;102;18
37;25;23
37;33;23
37;38;24
37;39;19
37;88;20
37;91;24
37;121;22
37;126;13
37;52;21
37;94;19
37;122;21
37;31;24
37;54;29
37;47;30
37;51;23
37;34;27
37;123;29
37;44;19
37;82;20
37;116;18
37;105;23
37;99;11
37;84;23
37;110;22
49;0;13
49;7;17
49;11;11
49;26;16
49;48;11
49;77;13
49;79;8
49;97;9
49;101;18
49;120;18
49;1;15
49;27;16
49;46;17
49;67;16
49;81;13
49;118;19
49;2;5
49;23;2
49;37;6
49;49;0
49;74;4
49;114;8
49;3;17
49;12;17
49;15;22
49;56;21
49;68;23
49;71;14
49;78;13
49;96;14
49;100;12
49;107;22
49;115;14
49;4;29
49;10;26
49;18;27
49;43;24
49;64;29
49;69;29
49;103;28
49;109;29
49;111;34
49;5;12
49;9;7
49;24;16
49;29;11
49;36;12
49;58;16
49;63;13
49;80;8
49;6;18
49;32;20
49;45;18
49;55;16
49;60;18
49;73;13
49;112;19
49;40;22
49;65;22
49;93;20
49;8;35
49;21;39
49;22;34
49;30;27
49;35;34
49;41;31
49;57;33
49;119;39
49;66;3
49;70;4
49;72;2
49;124;2
49;86;22
49;117;22
49;13;26
49;19;30
49;50;23
49;76;24
49;83;23
49;92;21
49;95;28
49;14;7
49;53;6
49;61;11
49;106;12
49;108;11
49;16;12
49;62;19
49;17;28
49;28;30
49;42;25
49;59;25
49;89;27
49;90;26
49;98;27
49;113;27
49;104;20
49;20;27
49;75;25
49;85;28
49;125;29
49;87;16
49;102;16
49;25;26
49;33;26
49;38;27
49;39;22
49;88;24
49;91;28
49;121;26
49;126;16
49;52;22
49;94;14
49;122;17
49;31;25
49;54;30
49;47;31
49;51;24
49;34;26
49;123;33
49;44;23
49;82;24
49;116;22
49;105;18
49;99;14
49;84;21
49;110;20
74;0;12
74;7;16
74;11;10
74;26;15
74;48;10
74;77;12
74;79;7
74;97;8
74;101;17
74;120;17
74;1;14
74;27;18
74;46;16
74;67;15
74;81;15
74;118;18
74;2;4
74;23;3
74;37;3
74;49;4
74;74;0
74;114;4
74;3;14
74;12;15
74;15;19
74;56;19
74;68;21
74;71;11
74;78;9
74;96;11
74;100;11
74;107;19
74;115;15
74;4;31
74;10;28
74;18;29
74;43;26
74;64;31
74;69;31
74;103;30
74;109;31
74;111;36
74;5;14
74;9;10
74;24;18
74;29;13
74;36;14
74;58;18
74;63;15
74;80;10
74;6;17
74;32;19
74;45;17
74;55;12
74;60;17
74;73;12
74;112;15
74;40;21
74;65;21
74;93;19
74;8;34
74;21;38
74;22;33
74;30;26
74;35;33
74;41;30
74;57;32
74;119;38
74;66;5
74;70;7
74;72;5
74;124;6
74;86;24
74;117;24
74;13;25
74;19;29
74;50;22
74;76;23
74;83;22
74;92;20
74;95;27
74;14;9
74;53;7
74;61;12
74;106;14
74;108;13
74;16;8
74;62;15
74;17;30
74;28;32
74;42;27
74;59;27
74;89;28
74;90;28
74;98;29
74;113;29
74;104;22
74;20;26
74;75;24
74;85;27
74;125;28
74;87;17
74;102;17
74;25;25
74;33;25
74;38;26
74;39;21
74;88;23
74;91;27
74;121;25
74;126;15
74;52;23
74;94;16
74;122;19
74;31;26
74;54;31
74;47;32
74;51;25
74;34;24
74;123;32
74;44;22
74;82;23
74;116;21
74;105;20
74;99;13
74;84;22
74;110;21
114;0;14
114;7;18
114;11;12
114;26;17
114;48;12
114;77;14
114;79;9
114;97;10
114;101;19
114;120;19
114;1;16
114;27;20
114;46;18
114;67;17
114;81;19
114;118;20
114;2;6
114;23;6
114;37;7
114;49;8
114;74;4
114;114;0
114;3;10
114;12;11
114;15;15
114;56;15
114;68;17
114;71;7
114;78;5
114;96;7
114;100;7
114;107;15
114;115;16
114;4;35
114;10;32
114;18;33
114;43;30
114;64;35
114;69;35
114;103;34
114;109;35
114;111;40
114;5;18
114;9;14
114;24;22
114;29;17
114;36;18
114;58;22
114;63;19
114;80;14
114;6;13
114;32;16
114;45;13
114;55;8
114;60;14
114;73;14
114;112;11
114;40;23
114;65;23
114;93;21
114;8;36
114;21;40
114;22;35
114;30;28
114;35;35
114;41;32
114;57;34
114;119;40
114;66;9
114;70;11
114;72;9
114;124;9
114;86;28
114;117;28
114;13;27
114;19;26
114;50;24
114;76;25
114;83;24
114;92;22
114;95;29
114;14;12
114;53;10
114;61;15
114;106;17
114;108;16
114;16;4
114;62;11
114;17;34
114;28;36
114;42;31
114;59;31
114;89;30
114;90;32
114;98;33
114;113;33
114;104;26
114;20;23
114;75;21
114;85;26
114;125;30
114;87;20
114;102;20
114;25;27
114;33;27
114;38;28
114;39;23
114;88;25
114;91;29
114;121;27
114;126;17
114;52;25
114;94;20
114;122;23
114;31;28
114;54;33
114;47;34
114;51;27
114;34;20
114;123;34
114;44;24
114;82;25
114;116;23
114;105;24
114;99;14
114;84;22
114;110;23
3;0;24
3;7;28
3;11;22
3;26;27
3;48;22
3;77;24
3;79;19
3;97;20
3;101;29
3;120;29
3;1;26
3;27;27
3;46;28
3;67;27
3;81;24
3;118;30
3;2;16
3;23;16
3;37;17
3;49;17
3;74;14
3;114;10
3;3;0
3;12;2
3;15;5
3;56;5
3;68;7
3;71;4
3;78;5
3;96;4
3;100;5
3;107;5
3;115;6
3;4;34
3;10;28
3;18;31
3;43;35
3;64;40
3;69;33
3;103;36
3;109;31
3;111;41
3;5;22
3;9;19
3;24;18
3;29;22
3;36;22
3;58;27
3;63;24
3;80;19
3;6;23
3;32;26
3;45;23
3;55;18
3;60;24
3;73;24
3;112;21
3;40;33
3;65;33
3;93;31
3;8;46
3;21;50
3;22;45
3;30;38
3;35;45
3;41;42
3;57;44
3;119;50
3;66;14
3;70;16
3;72;15
3;124;16
3;86;24
3;117;24
3;13;37
3;19;36
3;50;34
3;76;35
3;83;34
3;92;32
3;95;39
3;14;10
3;53;12
3;61;9
3;106;9
3;108;9
3;16;14
3;62;21
3;17;39
3;28;41
3;42;36
3;59;36
3;89;38
3;90;37
3;98;38
3;113;38
3;104;31
3;20;33
3;75;31
3;85;36
3;125;40
3;87;13
3;102;14
3;25;37
3;33;37
3;38;38
3;39;33
3;88;35
3;91;39
3;121;37
3;126;27
3;52;33
3;94;25
3;122;28
3;31;36
3;54;41
3;47;42
3;51;35
3;34;10
3;123;44
3;44;34
3;82;35
3;116;33
3;105;29
3;99;24
3;84;12
3;110;13
12;0;25
12;7;29
12;11;23
12;26;28
12;48;23
12;77;25
12;79;20
12;97;21
12;101;30
12;120;30
12;1;27
12;27;27
12;46;29
12;67;28
12;81;24
12;118;31
12;2;17
12;23;16
12;37;18
12;49;17
12;74;15
12;114;11
12;3;2
12;12;0
12;15;5
12;56;4
12;68;6
12;71;6
12;78;6
12;96;6
12;100;5
12;107;5
12;115;8
12;4;36
12;10;30
12;18;33
12;43;35
12;64;40
12;69;35
12;103;38
12;109;33
12;111;43
12;5;23
12;9;19
12;24;20
12;29;22
12;36;23
12;58;27
12;63;24
12;80;19
12;6;24
12;32;27
12;45;24
12;55;19
12;60;25
12;73;25
12;112;22
12;40;34
12;65;34
12;93;32
12;8;47
12;21;51
12;22;46
12;30;39
12;35;46
12;41;43
12;57;45
12;119;51
12;66;14
12;70;16
12;72;15
12;124;16
12;86;26
12;117;26
12;13;38
12;19;37
12;50;35
12;76;36
12;83;35
12;92;33
12;95;40
12;14;10
12;53;12
12;61;11
12;106;11
12;108;11
12;16;15
12;62;22
12;17;39
12;28;41
12;42;36
12;59;36
12;89;38
12;90;37
12;98;38
12;113;38
12;104;31
12;20;34
12;75;32
12;85;37
12;125;41
12;87;15
12;102;16
12;25;38
12;33;38
12;38;38
12;39;34
12;88;36
12;91;40
12;121;38
12;126;28
12;52;33
12;94;25
12;122;28
12;31;36
12;54;41
12;47;42
12;51;35
12;34;9
12;123;45
12;44;35
12;82;36
12;116;34
12;105;29
12;99;25
12;84;11
12;110;12
15;0;29
15;7;33
15;11;27
15;26;32
15;48;27
15;77;29
15;79;24
15;97;25
15;101;34
15;120;34
15;1;31
15;27;32
15;46;33
15;67;32
15;81;29
15;118;35
15;2;21
15;23;21
15;37;22
15;49;22
15;74;19
15;114;15
15;3;5
15;12;5
15;15;0
15;56;5
15;68;9
15;71;9
15;78;10
15;96;9
15;100;10
15;107;2
15;115;11
15;4;39
15;10;33
15;18;36
15;43;40
15;64;45
15;69;38
15;103;41
15;109;36
15;111;46
15;5;27
15;9;24
15;24;23
15;29;27
15;36;27
15;58;32
15;63;29
15;80;24
15;6;28
15;32;31
15;45;28
15;55;23
15;60;29
15;73;29
15;112;26
15;40;38
15;65;38
15;93;36
15;8;51
15;21;55
15;22;50
15;30;43
15;35;50
15;41;47
15;57;49
15;119;55
15;66;19
15;70;21
15;72;20
15;124;21
15;86;29
15;117;29
15;13;42
15;19;41
15;50;39
15;76;40
15;83;39
15;92;37
15;95;44
15;14;15
15;53;17
15;61;14
15;106;14
15;108;14
15;16;19
15;62;26
15;17;44
15;28;46
15;42;41
15;59;41
15;89;43
15;90;42
15;98;43
15;113;43
15;104;36
15;20;38
15;75;36
15;85;41
15;125;45
15;87;17
15;102;19
15;25;42
15;33;42
15;38;43
15;39;38
15;88;40
15;91;44
15;121;42
15;126;32
15;52;38
15;94;30
15;122;33
15;31;41
15;54;46
15;47;47
15;51;40
15;34;10
15;123;49
15;44;39
15;82;40
15;116;38
15;105;34
15;99;29
15;84;12
15;110;14
56;0;29
56;7;33
56;11;27
56;26;32
56;48;27
56;77;29
56;79;24
56;97;25
56;101;34
56;120;34
56;1;31
56;27;31
56;46;33
56;67;32
56;81;28
56;118;35
56;2;21
56;23;20
56;37;22
56;49;21
56;74;19
56;114;15
56;3;5
56;12;4
56;15;5
56;56;0
56;68;4
56;71;9
56;78;10
56;96;9
56;100;9
56;107;5
56;115;11
56;4;34
56;10;28
56;18;31
56;43;37
56;64;40
56;69;33
56;103;36
56;109;31
56;111;41
56;5;22
56;9;23
56;24;18
56;29;26
56;36;22
56;58;28
56;63;26
56;80;23
56;6;28
56;32;31
56;45;28
56;55;23
56;60;29
56;73;29
56;112;26
56;40;38
56;65;38
56;93;36
56;8;51
56;21;55
56;22;50
56;30;43
56;35;50
56;41;47
56;57;49
56;119;55
56;66;18
56;70;20
56;72;19
56;124;20
56;86;24
56;117;24
56;13;42
56;19;41
56;50;39
56;76;40
56;83;39
56;92;37
56;95;44
56;14;14
56;53;16
56;61;14
56;106;14
56;108;14
56;16;19
56;62;26
56;17;41
56;28;41
56;42;38
56;59;37
56;89;41
56;90;39
56;98;40
56;113;40
56;104;32
56;20;38
56;75;36
56;85;41
56;125;45
56;87;12
56;102;15
56;25;42
56;33;42
56;38;42
56;39;38
56;88;40
56;91;44
56;121;42
56;126;32
56;52;37
56;94;29
56;122;32
56;31;40
56;54;45
56;47;46
56;51;39
56;34;5
56;123;49
56;44;39
56;82;40
56;116;38
56;105;31
56;99;29
56;84;7
56;110;9
68;0;31
68;7;35
68;11;29
68;26;34
68;48;29
68;77;31
68;79;26
68;97;27
68;101;36
68;120;36
68;1;33
68;27;31
68;46;35
68;67;34
68;81;29
68;118;36
68;2;23
68;23;22
68;37;24
68;49;23
68;74;21
68;114;17
68;3;7
68;12;6
68;15;9
68;56;4
68;68;0
68;71;11
68;78;12
68;96;11
68;100;11
68;107;9
68;115;13
68;4;32
68;10;26
68;18;29
68;43;35
68;64;38
68;69;31
68;103;34
68;109;29
68;111;39
68;5;20
68;9;25
68;24;16
68;29;26
68;36;20
68;58;26
68;63;24
68;80;24
68;6;30
68;32;33
68;45;30
68;55;25
68;60;31
68;73;31
68;112;28
68;40;40
68;65;40
68;93;38
68;8;53
68;21;57
68;22;52
68;30;45
68;35;52
68;41;49
68;57;51
68;119;57
68;66;20
68;70;22
68;72;21
68;124;22
68;86;22
68;117;22
68;13;44
68;19;43
68;50;41
68;76;42
68;83;41
68;92;39
68;95;46
68;14;16
68;53;18
68;61;15
68;106;14
68;108;15
68;16;21
68;62;28
68;17;39
68;28;39
68;42;36
68;59;35
68;89;39
68;90;37
68;98;38
68;113;38
68;104;30
68;20;40
68;75;38
68;85;43
68;125;47
68;87;10
68;102;13
68;25;44
68;33;44
68;38;42
68;39;40
68;88;42
68;91;46
68;121;44
68;126;34
68;52;37
68;94;29
68;122;32
68;31;40
68;54;45
68;47;46
68;51;39
68;34;4
68;123;51
68;44;41
68;82;42
68;116;40
68;105;29
68;99;31
68;84;5
68;110;6
71;0;21
71;7;25
71;11;19
71;26;24
71;48;19
71;77;21
71;79;16
71;97;17
71;101;26
71;120;26
71;1;23
71;27;24
71;46;25
71;67;24
71;81;21
71;118;27
71;2;13
71;23;13
71;37;14
71;49;14
71;74;11
71;114;7
71;3;4
71;12;6
71;15;9
71;56;9
71;68;11
71;71;0
71;78;2
71;96;1
71;100;2
71;107;9
71;115;10
71;4;36
71;10;30
71;18;33
71;43;32
71;64;37
71;69;35
71;103;36
71;109;33
71;111;42
71;5;20
71;9;16
71;24;20
71;29;19
71;36;20
71;58;24
71;63;21
71;80;16
71;6;20
71;32;23
71;45;20
71;55;15
71;60;21
71;73;21
71;112;18
71;40;30
71;65;30
71;93;28
71;8;43
71;21;47
71;22;42
71;30;35
71;35;42
71;41;39
71;57;41
71;119;47
71;66;11
71;70;13
71;72;12
71;124;13
71;86;26
71;117;26
71;13;34
71;19;33
71;50;31
71;76;32
71;83;31
71;92;29
71;95;36
71;14;7
71;53;9
71;61;11
71;106;12
71;108;11
71;16;11
71;62;18
71;17;36
71;28;38
71;42;33
71;59;33
71;89;35
71;90;34
71;98;35
71;113;35
71;104;28
71;20;30
71;75;28
71;85;33
71;125;37
71;87;16
71;102;16
71;25;34
71;33;34
71;38;35
71;39;30
71;88;32
71;91;36
71;121;34
71;126;24
71;52;30
71;94;22
71;122;25
71;31;33
71;54;38
71;47;39
71;51;32
71;34;14
71;123;41
71;44;31
71;82;32
71;116;30
71;105;26
71;99;21
71;84;16
71;110;17
78;0;19
78;7;23
78;11;17
78;26;22
78;48;17
78;77;19
78;79;14
78;97;15
78;101;24
78;120;24
78;1;21
78;27;24
78;46;23
78;67;22
78;81;21
78;118;25
78;2;11
78;23;11
78;37;12
78;49;13
78;74;9
78;114;5
78;3;5
78;12;6
78;15;10
78;56;10
78;68;12
78;71;2
78;78;0
78;96;2
78;100;2
78;107;10
78;115;11
78;4;36
78;10;30
78;18;33
78;43;32
78;64;37
78;69;35
78;103;36
78;109;33
78;111;42
78;5;20
78;9;16
78;24;20
78;29;19
78;36;20
78;58;24
78;63;21
78;80;16
78;6;18
78;32;21
78;45;18
78;55;13
78;60;19
78;73;19
78;112;16
78;40;28
78;65;28
78;93;26
78;8;41
78;21;45
78;22;40
78;30;33
78;35;40
78;41;37
78;57;39
78;119;45
78;66;11
78;70;13
78;72;12
78;124;13
78;86;26
78;117;26
78;13;32
78;19;31
78;50;29
78;76;30
78;83;29
78;92;27
78;95;34
78;14;7
78;53;9
78;61;11
78;106;12
78;108;11
78;16;9
78;62;16
78;17;36
78;28;38
78;42;33
78;59;33
78;89;35
78;90;34
78;98;35
78;113;35
78;104;28
78;20;28
78;75;26
78;85;31
78;125;35
78;87;16
78;102;16
78;25;32
78;33;32
78;38;33
78;39;28
78;88;30
78;91;34
78;121;32
78;126;22
78;52;30
78;94;22
78;122;25
78;31;33
78;54;38
78;47;39
78;51;32
78;34;15
78;123;39
78;44;29
78;82;30
78;116;28
78;105;26
78;99;19
78;84;17
78;110;18
96;0;21
96;7;25
96;11;19
96;26;24
96;48;19
96;77;21
96;79;16
96;97;17
96;101;26
96;120;26
96;1;23
96;27;24
96;46;25
96;67;24
96;81;21
96;118;27
96;2;13
96;23;13
96;37;14
96;49;14
96;74;11
96;114;7
96;3;4
96;12;6
96;15;9
96;56;9
96;68;11
96;71;1
96;78;2
96;96;0
96;100;2
96;107;9
96;115;10
96;4;36
96;10;30
96;18;33
96;43;32
96;64;37
96;69;35
96;103;36
96;109;33
96;111;42
96;5;20
96;9;16
96;24;20
96;29;19
96;36;20
96;58;24
96;63;21
96;80;16
96;6;20
96;32;23
96;45;20
96;55;15
96;60;21
96;73;21
96;112;18
96;40;30
96;65;30
96;93;28
96;8;43
96;21;47
96;22;42
96;30;35
96;35;42
96;41;39
96;57;41
96;119;47
96;66;11
96;70;13
96;72;12
96;124;13
96;86;26
96;117;26
96;13;34
96;19;33
96;50;31
96;76;32
96;83;31
96;92;29
96;95;36
96;14;7
96;53;9
96;61;11
96;106;12
96;108;11
96;16;11
96;62;18
96;17;36
96;28;38
96;42;33
96;59;33
96;89;35
96;90;34
96;98;35
96;113;35
96;104;28
96;20;30
96;75;28
96;85;33
96;125;37
96;87;16
96;102;16
96;25;34
96;33;34
96;38;35
96;39;30
96;88;32
96;91;36
96;121;34
96;126;24
96;52;30
96;94;22
96;122;25
96;31;33
96;54;38
96;47;39
96;51;32
96;34;14
96;123;41
96;44;31
96;82;32
96;116;30
96;105;26
96;99;21
96;84;16
96;110;17
100;0;21
100;7;25
100;11;19
100;26;24
100;48;19
100;77;21
100;79;16
100;97;17
100;101;26
100;120;26
100;1;23
100;27;22
100;46;25
100;67;24
100;81;19
100;118;27
100;2;13
100;23;11
100;37;14
100;49;12
100;74;11
100;114;7
100;3;5
100;12;5
100;15;10
100;56;9
100;68;11
100;71;2
100;78;2
100;96;2
100;100;0
100;107;10
100;115;11
100;4;34
100;10;28
100;18;31
100;43;30
100;64;35
100;69;33
100;103;34
100;109;31
100;111;40
100;5;18
100;9;14
100;24;18
100;29;17
100;36;18
100;58;22
100;63;19
100;80;14
100;6;20
100;32;23
100;45;20
100;55;15
100;60;21
100;73;21
100;112;18
100;40;30
100;65;30
100;93;28
100;8;43
100;21;47
100;22;42
100;30;35
100;35;42
100;41;39
100;57;41
100;119;47
100;66;9
100;70;11
100;72;10
100;124;11
100;86;24
100;117;24
100;13;34
100;19;33
100;50;31
100;76;32
100;83;31
100;92;29
100;95;36
100;14;5
100;53;7
100;61;9
100;106;10
100;108;9
100;16;11
100;62;18
100;17;34
100;28;36
100;42;31
100;59;31
100;89;33
100;90;32
100;98;33
100;113;33
100;104;26
100;20;30
100;75;28
100;85;33
100;125;37
100;87;14
100;102;14
100;25;34
100;33;34
100;38;33
100;39;30
100;88;32
100;91;36
100;121;34
100;126;24
100;52;28
100;94;20
100;122;23
100;31;31
100;54;36
100;47;37
100;51;30
100;34;14
100;123;41
100;44;31
100;82;32
100;116;30
100;105;24
100;99;21
100;84;16
100;110;17
107;0;29
107;7;33
107;11;27
107;26;32
107;48;27
107;77;29
107;79;24
107;97;25
107;101;34
107;120;34
107;1;31
107;27;32
107;46;33
107;67;32
107;81;29
107;118;35
107;2;21
107;23;21
107;37;22
107;49;22
107;74;19
107;114;15
107;3;5
107;12;5
107;15;2
107;56;5
107;68;9
107;71;9
107;78;10
107;96;9
107;100;10
107;107;0
107;115;11
107;4;39
107;10;33
107;18;36
107;43;40
107;64;45
107;69;38
107;103;41
107;109;36
107;111;46
107;5;27
107;9;24
107;24;23
107;29;27
107;36;27
107;58;32
107;63;29
107;80;24
107;6;28
107;32;31
107;45;28
107;55;23
107;60;29
107;73;29
107;112;26
107;40;38
107;65;38
107;93;36
107;8;51
107;21;55
107;22;50
107;30;43
107;35;50
107;41;47
107;57;49
107;119;55
107;66;19
107;70;21
107;72;20
107;124;21
107;86;29
107;117;29
107;13;42
107;19;41
107;50;39
107;76;40
107;83;39
107;92;37
107;95;44
107;14;15
107;53;17
107;61;14
107;106;14
107;108;14
107;16;19
107;62;26
107;17;44
107;28;46
107;42;41
107;59;41
107;89;43
107;90;42
107;98;43
107;113;43
107;104;36
107;20;38
107;75;36
107;85;41
107;125;45
107;87;17
107;102;19
107;25;42
107;33;42
107;38;43
107;39;38
107;88;40
107;91;44
107;121;42
107;126;32
107;52;38
107;94;30
107;122;33
107;31;41
107;54;46
107;47;47
107;51;40
107;34;10
107;123;49
107;44;39
107;82;40
107;116;38
107;105;34
107;99;29
107;84;12
107;110;14
115;0;25
115;7;29
115;11;23
115;26;28
115;48;23
115;77;25
115;79;20
115;97;21
115;101;30
115;120;30
115;1;27
115;27;24
115;46;29
115;67;26
115;81;21
115;118;29
115;2;17
115;23;12
115;37;16
115;49;14
115;74;15
115;114;16
115;3;6
115;12;8
115;15;11
115;56;11
115;68;13
115;71;10
115;78;11
115;96;10
115;100;11
115;107;11
115;115;0
115;4;28
115;10;22
115;18;25
115;43;31
115;64;34
115;69;27
115;103;30
115;109;25
115;111;35
115;5;16
115;9;16
115;24;12
115;29;19
115;36;16
115;58;22
115;63;20
115;80;16
115;6;29
115;32;32
115;45;29
115;55;24
115;60;30
115;73;25
115;112;27
115;40;34
115;65;34
115;93;32
115;8;47
115;21;51
115;22;46
115;30;39
115;35;46
115;41;43
115;57;45
115;119;51
115;66;11
115;70;13
115;72;12
115;124;13
115;86;18
115;117;18
115;13;38
115;19;42
115;50;35
115;76;36
115;83;35
115;92;33
115;95;40
115;14;7
115;53;8
115;61;3
115;106;3
115;108;3
115;16;20
115;62;27
115;17;35
115;28;35
115;42;32
115;59;31
115;89;35
115;90;33
115;98;34
115;113;34
115;104;26
115;20;39
115;75;37
115;85;40
115;125;41
115;87;7
115;102;8
115;25;38
115;33;38
115;38;35
115;39;34
115;88;36
115;91;40
115;121;38
115;126;28
115;52;30
115;94;22
115;122;25
115;31;33
115;54;38
115;47;39
115;51;32
115;34;16
115;123;45
115;44;35
115;82;36
115;116;34
115;105;25
115;99;26
115;84;12
115;110;11
4;0;35
4;7;38
4;11;32
4;26;37
4;48;40
4;77;31
4;79;36
4;97;37
4;101;37
4;120;39
4;1;28
4;27;26
4;46;28
4;67;28
4;81;26
4;118;24
4;2;34
4;23;30
4;37;34
4;49;29
4;74;31
4;114;35
4;3;34
4;12;36
4;15;39
4;56;34
4;68;32
4;71;36
4;78;36
4;96;36
4;100;34
4;107;39
4;115;28
4;4;0
4;10;6
4;18;4
4;43;5
4;64;6
4;69;2
4;103;3
4;109;3
4;111;7
4;5;20
4;9;22
4;24;16
4;29;24
4;36;20
4;58;14
4;63;16
4;80;21
4;6;47
4;32;49
4;45;47
4;55;43
4;60;47
4;73;42
4;112;46
4;40;42
4;65;41
4;93;37
4;8;36
4;21;40
4;22;35
4;30;28
4;35;41
4;41;31
4;57;34
4;119;40
4;66;26
4;70;26
4;72;27
4;124;27
4;86;10
4;117;10
4;13;48
4;19;58
4;50;47
4;76;51
4;83;48
4;92;48
4;95;42
4;14;29
4;53;29
4;61;25
4;106;25
4;108;25
4;16;39
4;62;46
4;17;10
4;28;8
4;42;10
4;59;10
4;89;14
4;90;7
4;98;8
4;113;9
4;104;10
4;20;54
4;75;54
4;85;55
4;125;36
4;87;22
4;102;20
4;25;30
4;33;26
4;38;23
4;39;26
4;88;31
4;91;35
4;121;33
4;126;43
4;52;19
4;94;27
4;122;24
4;31;20
4;54;25
4;47;26
4;51;19
4;34;36
4;123;40
4;44;39
4;82;37
4;116;41
4;105;11
4;99;43
4;84;27
4;110;26
10;0;36
10;7;39
10;11;33
10;26;38
10;48;37
10;77;32
10;79;34
10;97;35
10;101;41
10;120;41
10;1;29
10;27;25
10;46;33
10;67;28
10;81;23
10;118;29
10;2;31
10;23;27
10;37;31
10;49;26
10;74;28
10;114;32
10;3;28
10;12;30
10;15;33
10;56;28
10;68;26
10;71;30
10;78;30
10;96;30
10;100;28
10;107;33
10;115;22
10;4;6
10;10;0
10;18;4
10;43;10
10;64;12
10;69;5
10;103;9
10;109;4
10;111;13
10;5;14
10;9;19
10;24;10
10;29;20
10;36;14
10;58;15
10;63;18
10;80;18
10;6;44
10;32;46
10;45;44
10;55;40
10;60;44
10;73;39
10;112;43
10;40;44
10;65;44
10;93;42
10;8;41
10;21;45
10;22;40
10;30;33
10;35;46
10;41;36
10;57;39
10;119;45
10;66;23
10;70;23
10;72;24
10;124;24
10;86;4
10;117;4
10;13;52
10;19;56
10;50;49
10;76;50
10;83;49
10;92;47
10;95;47
10;14;23
10;53;24
10;61;19
10;106;19
10;108;19
10;16;36
10;62;43
10;17;15
10;28;14
10;42;15
10;59;15
10;89;19
10;90;12
10;98;13
10;113;14
10;104;11
10;20;53
10;75;51
10;85;54
10;125;41
10;87;16
10;102;14
10;25;35
10;33;31
10;38;28
10;39;31
10;88;36
10;91;40
10;121;38
10;126;42
10;52;24
10;94;23
10;122;26
10;31;25
10;54;30
10;47;31
10;51;24
10;34;30
10;123;45
10;44;44
10;82;42
10;116;45
10;105;13
10;99;40
10;84;21
10;110;20
18;0;37
18;7;40
18;11;34
18;26;39
18;48;38
18;77;33
18;79;35
18;97;36
18;101;39
18;120;41
18;1;30
18;27;27
18;46;30
18;67;29
18;81;24
18;118;26
18;2;32
18;23;28
18;37;32
18;49;27
18;74;29
18;114;33
18;3;31
18;12;33
18;15;36
18;56;31
18;68;29
18;71;33
18;78;33
18;96;33
18;100;31
18;107;36
18;115;25
18;4;4
18;10;4
18;18;0
18;43;8
18;64;10
18;69;3
18;103;6
18;109;2
18;111;11
18;5;17
18;9;20
18;24;13
18;29;22
18;36;17
18;58;11
18;63;14
18;80;19
18;6;45
18;32;47
18;45;45
18;55;41
18;60;45
18;73;40
18;112;44
18;40;44
18;65;43
18;93;39
18;8;38
18;21;42
18;22;37
18;30;30
18;35;43
18;41;33
18;57;36
18;119;42
18;66;24
18;70;24
18;72;25
18;124;25
18;86;7
18;117;7
18;13;50
18;19;57
18;50;49
18;76;51
18;83;50
18;92;48
18;95;44
18;14;26
18;53;27
18;61;22
18;106;22
18;108;22
18;16;37
18;62;44
18;17;13
18;28;11
18;42;13
18;59;12
18;89;16
18;90;10
18;98;11
18;113;12
18;104;7
18;20;54
18;75;52
18;85;55
18;125;38
18;87;19
18;102;17
18;25;32
18;33;28
18;38;25
18;39;28
18;88;33
18;91;37
18;121;35
18;126;43
18;52;21
18;94;25
18;122;26
18;31;22
18;54;27
18;47;28
18;51;21
18;34;33
18;123;42
18;44;41
18;82;39
18;116;43
18;105;9
18;99;41
18;84;24
18;110;23
43;0;30
43;7;33
43;11;27
43;26;32
43;48;35
43;77;26
43;79;31
43;97;32
43;101;32
43;120;34
43;1;23
43;27;21
43;46;23
43;67;23
43;81;21
43;118;19
43;2;29
43;23;25
43;37;29
43;49;24
43;74;26
43;114;30
43;3;35
43;12;35
43;15;40
43;56;37
43;68;35
43;71;32
43;78;32
43;96;32
43;100;30
43;107;40
43;115;31
43;4;5
43;10;10
43;18;8
43;43;0
43;64;5
43;69;5
43;103;4
43;109;7
43;111;10
43;5;15
43;9;17
43;24;19
43;29;19
43;36;15
43;58;9
43;63;11
43;80;16
43;6;42
43;32;44
43;45;42
43;55;38
43;60;42
43;73;37
43;112;41
43;40;37
43;65;36
43;93;32
43;8;31
43;21;35
43;22;30
43;30;23
43;35;36
43;41;26
43;57;29
43;119;35
43;66;21
43;70;21
43;72;22
43;124;22
43;86;14
43;117;14
43;13;43
43;19;53
43;50;42
43;76;46
43;83;43
43;92;43
43;95;37
43;14;25
43;53;24
43;61;28
43;106;28
43;108;28
43;16;34
43;62;41
43;17;5
